Name,ABN,Total income $,Taxable income $,Tax payable $,Income year
ARB CORPORATION LTD,31006708756,315592056,48661733,13429544,2014-15
ARCADIA ENERGY AUSTRALIA HOLDINGS PTY LTD,84148015098,173457421,2926975,878092,2014-15
ARDAGH AUSTRALASIA HOLDINGS PTY LTD,55127112038,105554818,0,0,2014-15
ARDENT LEISURE LIMITED,22104529106,415098024,2808660,0,2014-15
ARGO INVESTMENTS LIMITED,35007519520,260554983,318815199,20426279,2014-15
ARISTOCRAT LEISURE LIMITED,44002818368,802592961,49688777,0,2014-15
ARJ GROUP HOLDINGS PTY LTD,31104958527,475312942,41805654,12541696,2014-15
ARNOTTS BISCUITS HOLDINGS PTY LTD,84080889621,1378202558,113258867,26424064,2014-15
ARROW COMMODITIES PTY LIMITED,17078081428,275666978,1707386,512216,2014-15
ARROW ENERGY HOLDINGS PTY LTD,94141385293,207572239,0,0,2014-15
ARUP PTY LIMITED,18000966165,229409905,10092488,3027746,2014-15
ARYZTA HOLDINGS ASIA PACIFIC PTY LIMITED,57146007365,135221927,5113324,586600,2014-15
ASAHI HOLDINGS (AUSTRALIA) PTY LTD,48135315767,1499345138,62268160,11226671,2014-15
ASALEO CARE LIMITED,61154461300,683492471,0,0,2014-15
ASC PTY LTD,64008605034,1029231477,34726427,10417928,2014-15
ASCENDAS HOSPITALITY OPERATIONS PTY LTD,28156287857,150718909,4251053,1275316,2014-15
ASCIANO LIMITED,26123652862,3664310010,418855599,121112172,2014-15
ASG GROUP LIMITED,57070045117,163631553,11773854,0,2014-15
ASHLEY SERVICES GROUP LIMITED,92094747510,313324177,2887390,866217,2014-15
ASHTON COAL MINES LIMITED,66096238603,103121086,0,0,2014-15
ASICS OCEANIA PTY LIMITED,59003091389,177241510,35237976,10106622,2014-15
ASP PACIFIC HOLDINGS PTY LTD,91080401930,269918815,4051300,1214390,2014-15
ASPEN ASIA PACIFIC PTY LIMITED,75146444484,836721330,205173207,56771937,2014-15
ASPEN MEDICAL PTY LIMITED,32105250413,311553730,29093442,8728033,2014-15
ASSA ABLOY AUSTRALIA PACIFIC PTY LTD,81095354582,277587248,32176857,8022161,2014-15
ASSOCIATED MOTOR HOLDINGS AUSTRALIA PTY LTD,79113527263,308097534,0,0,2014-15
ASSOCIATED RETAILERS LIMITED,42004520030,204013188,0,0,2014-15
ASTRAZENECA HOLDINGS PTY LIMITED,59066876962,1080159308,68641796,16802800,2014-15
ASX LIMITED,98008624691,867647416,570505918,168968655,2014-15
AT&T GLOBAL NETWORK SERVICES AUSTRALIA PTY LIMITED,72087916701,136504036,8512066,2553620,2014-15
ATCO AUSTRALIA PTY LTD,74091033546,284562877,34833254,5011226,2014-15
ATCO STRUCTURES & LOGISTICS PTY LTD,71083902309,217083455,41574200,12300116,2014-15
ATLAS COPCO SOUTH PACIFIC HOLDINGS PTY LTD,87107374550,630652652,10860882,3148966,2014-15
ATLAS IRON LIMITED,63110396168,784925465,0,0,2014-15
ATLAS SPECIALTY METALS PTY LTD,13004496128,118653679,0,0,2014-15
ATLASSIAN AUSTRALIA 1 PTY LTD,98166799542,367444922,34568372,0,2014-15
ATWOOD AUSTRALIAN WATERS DRILLING PTY LTD,64143726005,623761529,30585989,9175797,2014-15
AUB GROUP LIMITED,60000000715,111440977,44278931,3122943,2014-15
AUDACIA MARINE CONTRACTORS SA,72126749164,155552934,4286652,1285996,2014-15
AUDI AUSTRALIA PTY LIMITED,86077092776,1183519755,28238060,8471418,2014-15
AURECON GROUP PTY LTD,12133838187,488527212,18397304,1874439,2014-15
AURIZON HOLDINGS LIMITED,14146335622,3899761362,500953249,129104832,2014-15
AURORA OIL & GAS LIMITED,90008787988,399983339,146430,43929,2014-15
AUSBAO PTY LIMITED,78051968597,218626151,36788137,11036441,2014-15
AUSCAN HOLDINGS PTY LTD,70084400886,247099893,0,0,2014-15
AUSCO HOLDINGS PTY LIMITED,13150795547,340009687,0,0,2014-15
AUSCOTT LIMITED,38008436011,140806678,0,0,2014-15
AUSDRILL LIMITED,95009211474,722155530,0,0,2014-15
AUSENCO LIMITED,31114541114,150932529,13775499,0,2014-15
AUSNET SERVICES (DISTRIBUTION) LTD,37108788245,1299978216,0,0,2014-15
AUSNET SERVICES (TRANSMISSION) LTD,48116124362,673835714,256084476,75087902,2014-15
AUSTAL LIMITED,73009250266,321709328,111030647,17966821,2014-15
AUSTIN ENGINEERING LTD,60078480136,107807831,0,0,2014-15
AUSTRALAND HOLDINGS LTD,12008443696,343728241,0,0,2014-15
AUSTRALASIAN LUBRICANTS MANUFACTURING COMPANY PTY LTD,65088894857,487022702,1933718,580115,2014-15
AUSTRALASIAN PERFORMING RIGHT ASSOCIATION LIMITED,42000016099,208390000,0,0,2014-15
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,11005357522,30003815057,8673609240,2072457658,2014-15
AUSTRALIA BUNKERING PTY LIMITED,26123643952,180602395,1693685,508106,2014-15
AUSTRALIA MILLING GROUP PTY LTD,57127428406,163557340,0,0,2014-15
AUSTRALIA PACIFIC AIRPORTS CORPORATION LIMITED,89069775266,835234168,238393613,71518084,2014-15
AUSTRALIA PACIFIC LNG PTY LTD,68001646331,415273848,0,0,2014-15
AUSTRALIAN AGED CARE PARTNERS HOLDINGS PTY LIMITED,20162265983,298806000,0,0,2014-15
AUSTRALIAN AGRICULTURAL COMPANY LTD,15010892270,355348985,0,0,2014-15
AUSTRALIAN BAKELS (PTY) LTD,35000112836,122229637,20207610,5559364,2014-15
AUSTRALIAN BULLION COMPANY (NSW) PTY LTD,82002858602,649986964,4775220,1432566,2014-15
AUSTRALIAN CENTRAL CREDIT UNION LTD,11087651125,350929085,41088998,11439362,2014-15
AUSTRALIAN COMFORT GROUP HOLDINGS PTY LTD,48143785522,184666192,0,0,2014-15
AUSTRALIAN CONSOLIDATED FOOD HOLDINGS PTY LIMITED,74152947101,1145346410,15860744,3354100,2014-15
AUSTRALIAN FINANCE GROUP LTD,11066385822,489327866,23320027,6996008,2014-15
AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,56004147120,367769264,436001485,29419382,2014-15
AUSTRALIAN GAS NETWORKS HOLDINGS PTY LIMITED,24169818026,125514416,0,0,2014-15
AUSTRALIAN GAS NETWORKS LIMITED,19078551685,179867493,0,0,2014-15
AUSTRALIAN GOLD REAGENTS PTY LTD,93009140121,181680418,0,0,2014-15
AUSTRALIAN GOVERNMENT SOLICITOR,69405937639,122182781,10866897,3260069,2014-15
AUSTRALIAN GRAIN EXPORT PTY LTD,92073563185,209585493,3330698,999209,2014-15
AUSTRALIAN GRAIN GROWERS CO-OPERATIVE LTD,33719186591,100114079,0,0,2014-15
AUSTRALIAN HOSPITAL PARTNERS HOLDINGS PTY LTD,32151280358,468307275,0,0,2014-15
AUSTRALIAN INDEPENDENT RETAILERS PTY LTD,66004678675,527445806,8327210,2498163,2014-15
AUSTRALIAN INDEPENDENT RURAL RETAILERS PTY LTD,36112308835,300452369,7517848,2255354,2014-15
AUSTRALIAN LAMB COMPANY PTY LTD,51007340123,311553793,10414328,1986130,2014-15
AUSTRALIAN LEADERS FUND LIMITED,64106845970,1006383974,7423123,0,2014-15
AUSTRALIAN MOTOR GROUP PTY LTD,67095047902,243394195,11866817,3560045,2014-15
AUSTRALIAN PACIFIC (HOLDINGS) PTY LTD,43005419652,494080098,26350939,7185190,2014-15
AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED,57000004320,3525002613,55170397,5096197,2014-15
AUSTRALIAN PIPELINE TRUST,21858175226,1503565726,14328123,0,2014-15
AUSTRALIAN POSTAL CORPORATION,28864970579,6352627297,0,0,2014-15
AUSTRALIAN RAIL TRACK CORPORATION LTD,75081455754,858790166,34602895,0,2014-15
AUSTRALIAN RURAL EXPORTS PTY LTD,49009933831,317563335,14971901,4336192,2014-15
AUSTRALIAN SCENIC HOLDINGS PTY LTD,56065395815,377144297,47672974,13406050,2014-15
AUSTRALIAN SCHOLARSHIPS GROUP FRIENDLY SOCIETY LIMITED,21087648879,246090647,72594198,18241550,2014-15
AUSTRALIAN UNITY LIMITED,23087648888,1280911957,57605258,9425050,2014-15
AUSTRALIAN VINTAGE LTD,78052179932,232829114,303,0,2014-15
AUSTRALIANSUPER PTY LTD,94006457987,290044554,0,0,2014-15
AUSWIDE BANK LTD,40087652060,137325620,16294139,4888147,2014-15
AUTO & GENERAL HOLDINGS PTY LTD,84086321459,181482340,0,0,2014-15
AUTO & GENERAL INSURANCE COMPANY LTD,42111586353,510882912,16683595,5005078,2014-15
AUTO CLASSIC (W.A.) PTY LTD,66009124690,202863102,4879181,1463754,2014-15
AUTOMATIC DATA PROCESSING LIMITED,70003924945,139132375,15194064,4182833,2014-15
AUTOMOTIVE HOLDINGS GROUP LIMITED,35111470038,4465985768,141058523,24487862,2014-15
AVANADE AUSTRALIA PTY LIMITED,58093925207,162334167,21050312,6315094,2014-15
AVANT MUTUAL GROUP LIMITED,58123154898,405317253,128437816,34854007,2014-15
AVENG AUSTRALIA HOLDINGS PTY LTD,33108058331,1642995538,0,0,2014-15
AVERY PROPERTIES PTY LTD,40007713564,160660979,7191917,2144826,2014-15
AVIS MANAGEMENT PTY LTD,50001889336,767528632,30709232,9172238,2014-15
AVJENNINGS LIMITED,44004327771,329961754,0,0,2014-15
AVNET (AUSTRALIA) PTY LTD,15090111890,530087822,8472390,2541717,2014-15
AVON PRODUCTS PTY LIMITED,48008428457,109984504,0,0,2014-15
AWAS AVIATION TRADING LIMITED,NA,111216140,0,0,2014-15
AWE LIMITED,70077897440,152073512,0,0,2014-15
AXIS SPECIALTY EUROPE SE,19131203122,157468359,0,0,2014-15
AZSA HOLDINGS PTY LIMITED,51082714770,3594591903,0,0,2014-15
B.M.D. HOLDINGS PTY. LIMITED,47010093348,912132985,0,0,2014-15
B2GOLD AUSTRALIA PAPILLON CO PTY LTD,16601972856,451177949,0,0,2014-15
BA AUSTRALIA LIMITED,50004617341,253502706,0,0,2014-15
BABCOCK & BROWN INTERNATIONAL PTY LTD,76108617483,387165663,0,0,2014-15
BAC HOLDINGS LIMITED,67108568038,666039010,135287000,40586100,2014-15
BAE SYSTEMS AUSTRALIA HOLDINGS LIMITED,44008648333,1349991206,55355035,0,2014-15
BAIADA POULTRY PTY LIMITED,96002925948,1730540001,76303802,22891141,2014-15
BAIN INTERNATIONAL INC,29003850619,107487400,22800721,6840216,2014-15
BAKER HUGHES AUSTRALIA PTY LIMITED,20004752050,436817963,37332189,11199657,2014-15
BALFOUR BEATTY AND PARSONS BRINCKERHOFF LIMITED PARTNERSHIP,82329215178,369642132,0,0,2014-15
BALVERONA PTY LTD,78002826173,299725533,1020462,231572,2014-15
BANK OF AMERICA NATIONAL ASSOCIATION,51064874531,278140549,0,0,2014-15
BANK OF CHINA LIMITED SYDNEY BRANCH,29002979955,842623820,240613742,65055924,2014-15
BANK OF QUEENSLAND LIMITED,32009656740,2454848690,417120410,123319329,2014-15
BANPU AUSTRALIA CO. PTY LTD,56136468007,1159795025,0,0,2014-15
BAO AUSTRALIA PTY LTD,54063463945,102557090,3098569,929571,2014-15
BAOSTEEL AUSTRALIA MINING COMPANY PTY LTD,93100513844,195144946,82466513,24739954,2014-15
BARCLAYS BANK PLC,86062449585,510736984,0,0,2014-15
BARMINCO HOLDINGS PTY LIMITED,85126398276,444424022,349090,104727,2014-15
BAROB PTY LTD,38001024915,236570008,77748342,23315490,2014-15
BARRICK (AUSTRALIA PACIFIC HOLDINGS) PTY LTD,68085702558,878303471,36091504,6808620,2014-15
BARRICK (PD) AUSTRALIA LIMITED,80050284967,101988264,19029846,4787923,2014-15
BARTTER HOLDINGS PTY LIMITED,84104671561,1642190373,53924281,16177284,2014-15
BASF AUSTRALIA LTD,62008437867,585306255,0,0,2014-15
BAUER MEDIA AUSTRALIA LP,55874600262,439353532,14366529,4244536,2014-15
BAXTER HEALTHCARE PTY LIMITED,43000392781,608484126,30369558,8944497,2014-15
BAYER AUSTRALIA LIMITED,22000138714,1020375796,68278813,12687492,2014-15
BAYFORD GROUP PTY. LIMITED,22007414593,421363627,0,0,2014-15
BBC WORLDWIDE AUSTRALIA HOLDINGS PTY LTD,85127624104,131795583,3220395,0,2014-15
BBQSAM HOLDINGS PTY LTD,41159613706,789229601,0,0,2014-15
BC IRON LIMITED,21120646924,291348529,0,0,2014-15
BEACH ENERGY LIMITED,20007617969,765078002,76498371,10743158,2014-15
BEC FEED SOLUTIONS PTY LTD,36010345150,202720098,1348646,404594,2014-15
BECA PTY LTD,85004974341,114682695,3027320,0,2014-15
BECHTEL AUSTRALIA PTY LTD,42006334505,9480923171,993953649,298186095,2014-15
BECTON DICKINSON PTY LIMITED,82005914796,168033941,7326155,2197846,2014-15
BECTON PROPERTY GROUP LIMITED (RECEIVERS AND MANAGERS APPOINTED),64095067771,488782161,0,0,2014-15
BEGA CHEESE LIMITED,81008358503,888064022,21098172,4611137,2014-15
BEIERSDORF AUSTRALIA LIMITED,98000025623,164790281,10758228,3227468,2014-15
BELL FINANCIAL GROUP LIMITED,59083194763,144820377,7520182,2256055,2014-15
BELLAMY'S AUSTRALIA LIMITED,37124272108,125306282,13462447,4019963,2014-15
BELRON AUSTRALIA PTY LIMITED,97001052704,162175428,0,0,2014-15
BENDIGO AND ADELAIDE BANK LTD,11068049178,3370683997,593663167,165676789,2014-15
BERKLEY INSURANCE COMPANY-AUSTRALIAN BRANCH,53126559706,102384251,25330269,7494377,2014-15
BERNAFON AUSTRALIA PTY LTD,19050487593,169899565,10542886,3162866,2014-15
BEST BAR PTY LTD,48068713539,206409389,0,0,2014-15
BEVCHAIN PTY LTD,95118451773,233784740,7318534,2195560,2014-15
BG INTERNATIONAL (AUST) PTY LIMITED,76130856843,396530406,0,0,2014-15
BGC (AUSTRALIA) PTY LTD,62005736005,2375128131,141068039,40314606,2014-15
BHCA PTY LIMITED,99126164163,2584518548,11205283,0,2014-15
BHP BILLITON ALUMINIUM AUSTRALIA PTY LTD,65063671349,4955930348,495380720,0,2014-15
BHP BILLITON LIMITED,49004028077,33044169721,6338539254,1718329663,2014-15
BHP BILLITON MITSUI COAL PTY LTD,34009713875,991959939,120664868,34423409,2014-15
BHP IRON ORE (JIMBLEBAR) PTY LTD,95009114210,1119369314,187282205,36123840,2014-15
BIDVEST AUSTRALIA LIMITED,33000228231,2560138753,120023231,36006969,2014-15
BIG BEN HOLDINGS PTY LIMITED,63008434562,291916096,26279874,6053165,2014-15
BILLABONG INTERNATIONAL LIMITED,17084923946,585815114,0,0,2014-15
BINDAREE BEEF PTY LIMITED,42056599163,471088765,31752797,9390071,2014-15
BING LEE ELECTRICS PTY LTD,61000733488,314544751,1122263,336679,2014-15
BIOTA HOLDINGS LIMITED,28006479081,118837993,1041930,0,2014-15
BIS INDUSTRIES GROUP LIMITED,43166293849,591614768,0,0,2014-15
BLACKMAGIC DESIGN PTY LTD,30098098287,216163435,38091570,3532039,2014-15
BLACKMORES LIMITED,35009713437,364848806,84037223,20194481,2014-15
BLACKROCK AUSTRALIA HOLDCO PTY LTD,22139463693,134110743,0,0,2014-15
BLACQUA PTE LTD,62169810011,601051459,45660573,12729609,2014-15
BLUESCOPE STEEL LIMITED,16000011058,4975881786,353907424,0,2014-15
BLUEWATER (GLAS DOWR) N.V,24910320479,161123372,2248713,674614,2014-15
BLUEWATERS POWER 1 PTY LTD,93106034879,138643947,0,0,2014-15
BLUEWATERS POWER 2 PTY LTD,57122896968,155599491,0,0,2014-15
BM ALLIANCE COAL OPERATIONS PTY LTD,67096412752,200414888,0,0,2014-15
BMW AUSTRALIA LTD,11004675129,2261474636,172543761,51763128,2014-15
BNP PACIFIC (AUSTRALIA) LTD,31000226666,111801683,28292869,8487861,2014-15
BNP PARIBAS,23000000117,2356845471,0,0,2014-15
BNP PARIBAS SECURITIES SERVICES AUSTRALIAN BRANCH,87149440291,197079510,0,0,2014-15
BOART LONGYEAR LTD,49123052728,372702949,0,0,2014-15
BOB FORBES CORPORATION PTY LTD,55001442520,216351607,8746922,2624070,2014-15
BOB JANE CORPORATION PTY LTD,52005870431,295369752,7419241,2225772,2014-15
BOC AIP LIMITED PARTNERSHIP (CONSOLIDATED),19883689849,310012105,442738701,54673,2014-15
BOC LIMITED (CONSOLIDATED),95000029729,1778356667,213914391,63264718,2014-15
BOEHRINGER INGELHEIM PTY LIMITED,52000452308,356499422,27417407,5676883,2014-15
BOEING AUSTRALIA HOLDINGS PTY LTD,42101168932,1104498300,147951932,0,2014-15
BOMBARDIER TRANSPORTATION AUSTRALIA PTY LTD,73010699804,583691153,0,0,2014-15
BOOM LOGISTICS LIMITED,28095466961,206628664,0,0,2014-15
BORAL LIMITED,13008421761,3936896790,252341850,55895472,2014-15
BORG MANUFACTURING PTY LIMITED,31003246357,339355508,28987195,8696126,2014-15
BOROUGE AUSTRALIA PTY LTD,45120210782,134590166,1276288,382886,2014-15
BOSE PTY LTD,41078010607,129593228,10344303,3103291,2014-15
BOSKALIS AUSTRALIA PTY LIMITED,83099738333,470296870,229381099,68814330,2014-15
BOSTIK HOLDING AUSTRALIA LTD,97000146378,127060147,7985144,2123956,2014-15
BOSTON SCIENTIFIC PTY LIMITED,45071676063,220268449,20928540,6278562,2014-15
BOUNDARY BEND LIMITED,32115131667,129829126,27881333,0,2014-15
BOWEN & POMEROY PTY LTD,78004174887,277753531,17518081,5255424,2014-15
BOYNE SMELTERS LTD,90010061935,934405830,25602843,0,2014-15
BP REGIONAL AUSTRALASIA HOLDINGS PTY LTD,91092495700,28527387997,1138672280,234113661,2014-15
BPIH PTY LIMITED,61100364234,1540451299,0,0,2014-15
BPL ADELAIDE PTY LIMITED,40108037798,330347838,5593039,1677912,2014-15
BRADKEN LIMITED,33108693009,621870364,16259953,0,2014-15
BRADNAM'S WINDOWS AND DOORS PTY LTD,78010409819,222749991,17383217,4762659,2014-15
BRAEMAR POWER PROJECT PTY LTD,54113386600,309724064,0,0,2014-15
BRAMBLES LIMITED,89118896021,1356492079,186700890,45749057,2014-15
BRAND DEVELOPERS AUST PTY LTD,70115139565,251737046,5911456,1773437,2014-15
BREVILLE GROUP LIMITED,90086933431,313653990,59645012,11741713,2014-15
BRICKWORKS LIMITED,17000028526,815077545,135293040,9201227,2014-15
BRIDGESTONE AUSTRALIA LTD,65007516841,529405396,1600728,480218,2014-15
BRIDGESTONE EARTHMOVER TYRES PTY LTD,74000069714,414276624,21621102,6486331,2014-15
BRIERTY LIMITED,65095459448,293232053,0,0,2014-15
BRIGHT FOOD GROUP HOLDINGS PTY LTD,95152610645,543410036,14244257,4217915,2014-15
BRIGHTSTAR LOGISTICS PTY LTD,58111399752,390699532,32172000,8266430,2014-15
BRISTOL-MYERS SQUIBB AUSTRALIA PTY LTD,33004333322,242763000,30211684,1901338,2014-15
BRISTOW HELICOPTERS AUSTRALIA PTY LTD,92000565579,250262840,0,0,2014-15
BRITISH AMERICAN TOBACCO (AUSTRALASIA HOLDINGS) PTY LIMITED,23095066345,4619869528,854551119,254814381,2014-15
BROADSPECTRUM LIMITED,69000484417,2947965259,0,0,2014-15
BROTHER INTERNATIONAL (AUSTRALIA) PTY LIMITED,17001393835,161357607,8867768,2660330,2014-15
BROWN & HURLEY GROUP PTY LTD,66010732966,330559046,13372074,4011571,2014-15
BROWN-FORMAN AUSTRALIA PTY LIMITED,87000064086,214195263,6755595,2026678,2014-15
BRP AUSTRALIA PTY LIMITED,64097370100,142776711,3169285,950786,2014-15
BRUNEL AUSTRALIA HOLDINGS PTY LTD,60078544126,171064655,6853307,1985091,2014-15
BRUNEL TECHNICAL SERVICES PTY LTD,22101589691,254601506,17596322,5278897,2014-15
BSA LTD,50088412748,549232117,4810596,0,2014-15
BSH HOME APPLIANCES PTY LTD,22109198405,206975297,2164715,649414,2014-15
BT AUSTRALASIA PTY LIMITED,93003050146,246186077,19030702,5709211,2014-15
BT INVESTMENT MANAGEMENT LIMITED,28126385822,279218666,65973326,19791998,2014-15
BUICK HOLDINGS PTY LTD,76094424674,645510601,7394855,2218456,2014-15
BUILDCORP GROUP PTY LIMITED,85091336168,254268285,5891658,1625614,2014-15
BUNGE AGRIBUSINESS AUSTRALIA PTY LTD,46097843582,576221230,0,0,2014-15
BUNZL AUSTRALASIA LIMITED,18004611090,604492990,10235425,3026892,2014-15
BUPA AUSTRALIA HEALTHCARE HOLDINGS PTY LIMITED,16126737308,6743408528,334455998,96252782,2014-15
BURBANK AUSTRALIA PTY LTD,91007099872,249767173,7701030,2310309,2014-15
BUREAU VERITAS AUSTRALIA PTY LTD,15090874570,313329679,0,0,2014-15
BURNS PHILP & CO PTY LIMITED,65000000359,1621296610,0,0,2014-15
BURRA FOODS PTY LTD,58007119904,206678552,9203680,0,2014-15
BURRUP FACILITIES COMPANY PTY LTD,28122234539,1347369687,651472373,194742950,2014-15
BURRUP TRAIN 1 PTY LTD,77122234306,2207810844,412231440,123669432,2014-15
BURSON GROUP LIMITED,80153199912,375316975,28476945,8543084,2014-15
BYRNECUT AUSTRALIA PTY LTD,94129142516,597195329,58973144,17419711,2014-15
C S AGRICULTURE PTY LTD,73160516594,220447208,100,30,2014-15
CA (PACIFIC) PTY LIMITED,20001146345,222021202,21827249,5567510,2014-15
CABCHARGE AUSTRALIA LIMITED,99001958390,206162998,56496588,16937655,2014-15
CADENCE CAPITAL LIMITED,17112870096,537454002,34284292,7674406,2014-15
CAESARSTONE AUSTRALIA PTY LTD,45121819976,119006181,3391060,1017318,2014-15
CALIBRE GROUP LIMITED,44100255623,540400765,0,0,2014-15
CALLIDEN GROUP LIMITED,37061215601,183729600,51512,0,2014-15
CALTEX AUSTRALIA LIMITED,40004201307,26396492748,18752491,4461180,2014-15
CAML RESOURCES PTY LTD,84080649029,208125661,5490905,1457415,2014-15
CAMPARI AUSTRALIA PTY LIMITED,72137554726,137195311,1139826,341948,2014-15
CANON AUSTRALIA PTY LIMITED,66005002951,780575989,41362558,1259083,2014-15
CANTARELLA BROS PTY LIMITED,68000095607,210883306,28228214,8468464,2014-15
CAPE AUSTRALIA HOLDINGS PTY LTD,12126824397,175619181,0,0,2014-15
CAPGEMINI AUSTRALIA PTY LIMITED,11092284314,250161867,0,0,2014-15
CAPILANO HONEY LIMITED,55009686435,120863001,12284603,3497112,2014-15
CAPITAL PROPERTY FINANCE PTY LIMITED,98008608928,404928226,62872932,15847090,2014-15
CAPITOL HEALTH LIMITED,84117391812,111223673,13908214,4172464,2014-15
CAPRAL LIMITED,78004213692,376631383,0,0,2014-15
CARDNO LIMITED,70108112303,507684577,66776904,9019803,2014-15
CAREERS AUSTRALIA GROUP LIMITED,52122171840,223426671,36130722,10593154,2014-15
CARLISLE HOMES PTY LTD,86106263209,275507134,27932829,8379849,2014-15
CARPET COURT AUSTRALIA LTD,77001195697,170887115,767375,230212,2014-15
CARSALES.COM LTD,91074444018,252206152,132151069,35701153,2014-15
CASELLA WINES PTY LIMITED,96060745315,428541735,71813323,21543997,2014-15
CASH CONVERTERS INTERNATIONAL LIMITED,39069141546,278176259,6819351,1925804,2014-15
CATCH GROUP PTY LTD,89159074003,503845521,188668747,56600624,2014-15
CATERPILLAR FINANCIAL AUSTRALIA LIMITED,70006714585,178041118,71274279,21382284,2014-15
CATERPILLAR GLOBAL MINING PTY LTD,63088993668,258548133,48410846,11929704,2014-15
CATERPILLAR UNDERGROUND MINING PTY LTD,69069652866,281202117,64504098,16635077,2014-15
CBH GRAIN PTY LTD,39089394883,3360503916,21442210,5330609,2014-15
CBH RESOURCES LIMITED,27009423858,214478028,0,0,2014-15
CBI CONSTRUCTORS PTY LTD,90000612411,2112501992,174281738,49491317,2014-15
CBRE PTY LTD,57057373574,413129930,50256968,15077090,2014-15
CEBAS PTY LTD,15009156003,299310534,21005694,6301708,2014-15
CEDAR WOODS PROPERTIES LIMITED,47009259081,200343080,66384806,19915442,2014-15
CEMENT AUSTRALIA HOLDINGS PTY LTD,99001085561,464228654,87402845,16916104,2014-15
CENTAMIN EGYPT LTD,86007700352,506991774,0,0,2014-15
CENTURY YUASA BATTERIES PTY LTD,66009685232,193253148,8344104,2503231,2014-15
CENVET GROUP HOLDINGS LIMITED,55092375221,102853055,2241347,672404,2014-15
CEREAL PARTNERS AUSTRALIA PTY LIMITED,98120338249,189464282,18618334,4426216,2014-15
CEREBOS AUSTRALIA LTD,82004304803,185394901,8618343,369083,2014-15
CEVA PTY LTD,27122147433,399507149,0,0,2014-15
CFT HOLDINGS COMPANY PTY LIMITED,42160294904,262659932,0,0,2014-15
CGA MINING PTY LTD,88009153128,276683447,0,0,2014-15
CH2 HOLDINGS PTY LTD,80113630505,904151333,0,0,2014-15
CHALLENGER LIMITED,85106842371,1674477201,199482135,47134007,2014-15
CHAMBERLAIN HOLDINGS LIMITED,85008688202,832168446,0,0,2014-15
CHANDLER MACLEOD GROUP LIMITED,33090555052,1010507341,0,0,2014-15
CHANEL (AUSTRALIA) PTY LTD,83000012153,178098230,6304477,1891343,2014-15
CHARTER HALL LIMITED,57113531150,131322338,2947200,0,2014-15
CHARTERED ACCOUNTANTS AUSTRALIA AND NEW ZEALAND,50084642571,111912434,0,0,2014-15
CHASSIS BRAKES INTERNATIONAL (AUSTRALIA) PTY LTD,19006530427,113918024,0,0,2014-15
CHEVRON AUSTRALIA HOLDINGS PTY LTD,60098079344,3088416159,0,0,2014-15
CHINA CONSTRUCTION BANK CORPORATION,24125167553,507712569,109559969,32867991,2014-15
CHINA MERCHANTS LOSCAM HOLDINGS AUSTRALIA PTY LTD,46144845867,106410823,175756,0,2014-15
CHINA RAILWAY MATERIALS (AUSTRALIA) PTY LIMITED,15120794701,308282371,880534,264160,2014-15
CHINATEX (AUSTRALIA) PTY LTD,40003400217,1065915500,0,0,2014-15
CHINOVA RESOURCES PTY LTD,20107689878,221437271,0,0,2014-15
CHIPPEN HOLDINGS PTY LTD,75054492474,295828597,5822654,1746796,2014-15
CHOBANI (AUSTRALIA) PTY LTD,60150876305,175549280,7776126,1925993,2014-15
CHRISCO HAMPERS AUSTRALIA LIMITED,41080852535,142030724,6111154,1833346,2014-15
CHS TRADING COMPANY AUSTRALIA PTY LTD,19137965121,583531210,0,0,2014-15
CHUBB INSURANCE COMPANY OF AUSTRALIA LIMITED,69003710647,522587984,59227014,17730767,2014-15
CIC AUSTRALIA LIMITED,92003157515,106134522,11428571,0,2014-15
CIMIC GROUP LIMITED,57004482982,16926974177,1815250872,463924115,2014-15
CISCO SYSTEMS AUSTRALIA PTY LTD,52050332940,1572136322,68126440,19670951,2014-15
CITIBANK NA,34072814058,514627985,1008381,302514,2014-15
CITIC PACIFIC MINING MANAGEMENT PTY LTD,64119578371,629965945,0,0,2014-15
CITIC RESOURCES AUSTRALIA PTY LTD,87107652817,2328707937,0,0,2014-15
CITIGROUP PTY LTD,88004325080,2457836466,286127221,85838167,2014-15
CITRIX SYSTEMS ASIA PACIFIC PTY LTD,37078874530,275024696,11128513,0,2014-15
CITY HOLDINGS (AUS) PTY LTD,33135098636,200291173,8791819,2637546,2014-15
CITY LODGE MOTEL PTY LTD,99009770478,214077041,0,0,2014-15
CIVEO HOLDING COMPANY 1 PTY LTD,91146700441,239409052,0,0,2014-15
CIVMEC LIMITED,50604316690,454692788,24915652,7474696,2014-15
CJD EQUIPMENT PTY LTD,63008754523,394162999,801176,240353,2014-15
CLARIUS GROUP LIMITED,43002724334,160329874,0,0,2014-15
CLEARLIGHT INVESTMENTS PTY LTD,59007543544,298463584,35055180,10337293,2014-15
CLEARVIEW WEALTH LIMITED,83106248248,490804126,44817172,9136325,2014-15
CLEMENGER GROUP LIMITED,98004882928,181666154,42061141,10103888,2014-15
CLERMONT COAL MINES LTD,56010487939,972334470,0,0,2014-15
